Month,Year,Medicine Name,Category,Dosage (mg/ml),Hospital Name,City,Supplier Name,Price per Unit (AED),Consumption (Units)
10,2023,3,3,250,3,2,2,41.16,187
2,2022,4,1,500,3,1,2,1.52,1052
1,2022,4,1,1000,2,0,2,36.1,2943
8,2023,3,3,250,3,1,1,43.57,2427
7,2022,3,0,5,2,2,0,43.53,4275
3,2022,3,0,250,0,4,2,6.46,3560
10,2022,3,4,10,2,4,1,9.26,164
4,2022,0,4,500,2,0,0,16.89,2705
12,2023,2,1,10,2,2,3,45.63,3247
11,2022,3,1,5,2,3,2,13.66,800
10,2023,4,1,10,0,0,3,33.62,488
9,2023,0,2,1000,1,3,2,17.1,1769
6,2023,3,0,250,1,1,2,28.94,3427
11,2022,4,1,1000,3,1,3,15.4,199
3,2023,4,2,10,3,2,3,11.96,1285
4,2022,0,4,5,0,2,2,20.83,3498
4,2022,2,2,5,3,0,2,44.19,4142
9,2023,4,2,1000,3,2,1,41.86,4180
5,2023,3,3,500,2,1,3,27.84,415
7,2022,1,0,500,3,4,0,26.45,549
8,2023,0,2,500,3,2,1,20.2,3834
9,2023,1,2,5,1,0,2,45.83,2054
11,2022,4,2,250,3,1,1,40.69,1741
3,2023,2,0,500,0,2,1,7.16,2853
9,2022,2,2,500,0,0,3,6.88,1548
10,2023,4,4,10,0,3,0,32.76,132
3,2023,3,0,250,0,3,2,49.8,3348
12,2022,1,0,5,2,2,2,34.61,2509
2,2023,1,2,1000,2,1,1,31.02,3288
4,2022,4,0,500,0,3,0,4.37,163
5,2023,1,1,10,3,1,3,37.13,980
12,2022,4,1,500,0,0,1,38.16,1970
1,2023,1,1,10,1,1,0,46.62,1475
1,2022,0,4,5,0,1,0,25.31,3107
5,2022,0,3,500,3,1,1,23.97,3283
11,2022,2,2,500,3,0,0,18.57,2796
11,2022,4,2,10,1,4,0,24.58,3265
12,2023,0,0,5,1,3,0,21.95,1583
8,2022,3,1,10,0,0,0,5.21,3964
9,2023,0,0,500,2,1,3,49.47,1537
11,2022,1,3,5,1,3,1,36.07,2690
9,2022,2,1,250,0,2,3,1.25,1502
6,2022,3,3,5,1,4,1,16.72,2818
10,2022,2,3,10,2,3,1,22.78,2786
12,2022,4,3,1000,3,0,0,5.4,2529
12,2023,4,3,250,3,4,2,14.45,115
4,2023,2,4,250,2,2,2,9.58,3575
4,2022,1,3,10,0,2,2,4.81,3721
5,2023,0,0,500,3,2,3,41.15,1385
5,2023,3,1,250,3,2,3,41.11,1393
6,2023,0,0,250,3,3,1,43.48,4099
10,2022,0,4,500,2,1,1,15.31,843
12,2023,1,2,500,1,2,1,33.99,3298
11,2023,0,4,5,3,4,2,17.09,67
9,2022,3,3,5,2,2,3,47.12,267
11,2022,4,3,5,2,3,1,12.17,3758
9,2023,1,4,1000,1,3,2,18.68,1920
7,2022,1,0,250,0,3,0,21.2,1742
12,2023,3,0,5,2,2,3,22.28,4044
12,2023,0,2,500,1,1,1,24.94,3859
4,2022,3,4,10,0,2,3,41.21,828
3,2023,3,3,500,2,2,0,11.96,3642
8,2023,4,2,5,0,2,0,41.38,1324
10,2022,3,1,500,3,2,0,30.08,4047
7,2023,4,0,5,2,3,0,23.9,2838
5,2022,0,2,500,3,1,0,30.95,2629
11,2022,0,3,5,2,2,1,13.71,2840
12,2022,2,4,500,3,0,3,15.3,2906
4,2023,1,0,250,1,2,1,3.94,2534
9,2022,2,4,1000,0,2,1,13.27,4238
8,2023,1,1,10,3,4,2,38.47,3258
2,2022,0,0,500,2,0,2,20.7,2071
1,2023,3,2,1000,3,3,0,30.21,3773
10,2023,2,0,250,1,4,3,44.22,3037
6,2023,4,2,250,3,2,1,28.95,3703
5,2022,0,4,10,3,0,2,7.21,3909
8,2023,1,3,250,0,4,2,23.28,1303
12,2022,0,4,5,3,0,0,1.4,649
11,2022,0,1,5,2,2,3,5.63,1927
10,2023,2,2,10,1,4,1,22.77,1984
1,2023,3,1,10,2,0,3,42.51,1915
5,2022,1,4,250,1,4,1,44.87,3173
7,2023,0,4,5,3,2,3,3.39,249
6,2022,4,1,10,0,0,1,32.9,3713
4,2023,0,4,10,1,2,0,35.6,3679
2,2022,0,4,250,2,0,0,42.24,3456
9,2022,0,1,1000,1,3,0,6.56,2499
3,2023,4,0,5,0,4,0,42.11,338
2,2022,1,1,250,1,2,3,46.74,509
2,2022,4,3,500,2,2,3,3.61,2369
11,2023,4,2,500,0,2,1,1.65,1927
1,2022,1,2,1000,3,2,2,4.89,1281
6,2023,2,4,500,0,0,2,10.3,2283
6,2023,2,1,10,1,2,1,17.07,853
4,2023,4,1,5,2,0,2,37.29,3168
6,2023,3,2,10,0,3,2,34.68,4393
8,2022,3,1,5,1,1,2,32.34,442
10,2022,0,2,5,2,2,1,10.18,1704
8,2022,0,3,500,2,2,2,38.63,4319
6,2023,4,1,5,1,4,3,4.09,1373
11,2022,3,0,1000,1,2,2,1.07,61
6,2022,2,3,5,1,3,3,8.11,2331
12,2023,2,0,5,3,3,0,47.75,3979
9,2022,2,4,500,0,3,0,48.98,388
4,2023,1,3,250,3,0,1,49.52,1974
7,2023,3,0,1000,2,4,2,10.03,1818
1,2023,3,0,10,0,0,1,24.92,1145
9,2023,2,3,250,0,4,0,27.6,2551
4,2022,1,4,250,0,3,0,46.62,1146
10,2023,2,3,1000,1,0,2,16.92,1155
7,2022,1,2,5,0,3,3,39.74,635
10,2023,0,1,500,3,4,1,6.5,4343
4,2023,2,1,10,1,0,0,8.36,2234
1,2023,2,3,250,1,2,3,15.41,936
12,2023,0,2,500,2,1,3,49.81,547
4,2023,3,2,500,0,0,1,31.71,3371
6,2022,1,3,500,2,2,0,1.85,1148
9,2022,2,0,1000,1,4,2,42.97,1716
5,2022,2,4,5,3,0,2,20.78,4136
8,2023,3,4,5,0,4,2,34.93,3224
7,2023,0,4,250,0,0,0,31.48,1063
6,2023,3,3,500,0,2,0,21.69,231
10,2022,4,4,1000,2,4,1,32.08,1176
8,2023,1,1,10,0,3,0,10.51,3569
4,2022,4,2,1000,1,3,3,23.08,2277
7,2023,3,2,10,0,4,1,5.51,4048
1,2023,4,2,5,2,0,1,14.63,3870
4,2023,2,3,250,3,4,0,42.84,3888
11,2023,1,2,5,0,1,0,26.48,3372
11,2022,3,0,10,1,1,3,38.65,1355
6,2022,3,3,5,3,2,3,17.65,3857
8,2022,2,2,1000,0,0,1,14.1,2985
6,2023,3,4,500,2,0,0,46.81,1609
3,2022,1,2,10,3,0,3,17.53,2723
6,2022,1,4,10,1,4,1,20.88,3723
3,2022,1,4,500,1,3,1,4.88,2895
11,2022,4,1,500,0,4,2,37.76,1668
5,2022,0,2,10,3,2,0,7.75,2443
1,2023,4,0,250,3,0,3,38.52,1898
5,2022,3,2,5,1,2,1,11.68,1127
1,2023,0,3,250,3,1,2,38.7,2560
9,2022,2,0,1000,2,3,2,15.58,3700
8,2022,0,2,500,2,1,2,3.27,3225
5,2023,2,1,1000,1,3,3,15.96,4081
11,2022,4,1,250,2,1,2,38.63,3566
12,2022,4,0,1000,3,4,2,20.43,1658
6,2022,3,2,10,3,3,3,25.97,1469
6,2022,0,3,500,1,4,3,42.73,901
11,2022,1,2,5,2,1,2,35.05,1945
11,2023,0,3,1000,1,0,2,30.79,1977
12,2023,1,3,1000,1,1,3,41.14,348
6,2022,3,3,500,2,3,3,15.29,2443
3,2023,2,1,500,1,0,0,35.48,3197
10,2023,1,3,1000,2,2,3,44.81,2436
11,2023,2,4,500,3,0,3,2.49,2530
5,2023,3,4,10,1,1,2,43.16,2008
8,2023,3,2,250,1,4,2,28.01,2045
10,2022,3,0,250,2,0,3,8.78,2007
3,2023,3,4,10,3,0,2,3.4,2236
5,2023,1,3,1000,1,2,0,28.85,407
7,2023,0,4,5,1,4,0,4.84,2391
1,2022,1,4,5,0,4,2,49.96,4327
5,2022,1,1,5,2,0,0,49.7,2807
11,2022,0,4,250,2,2,2,40.58,2821
9,2023,0,1,250,1,0,1,49.82,3303
2,2023,3,4,500,3,4,3,3.57,2425
4,2022,0,3,10,2,0,2,11.31,2562
12,2023,0,1,1000,0,1,0,38.71,1032
11,2023,0,4,5,1,3,0,37.71,3958
12,2022,3,3,5,0,3,0,13.58,496
4,2023,1,1,500,0,4,0,45.73,1629
3,2023,4,4,500,2,3,2,12.83,2672
7,2022,3,4,10,0,3,2,11.04,3433
9,2022,2,2,10,0,1,1,10.15,1334
12,2023,1,1,250,1,3,1,44.11,3848
7,2023,2,2,500,1,3,1,21.06,3184
3,2022,4,1,10,2,4,0,44.31,4369
10,2022,3,4,500,1,4,3,21.92,753
11,2023,1,3,10,3,1,3,23.35,1425
1,2023,4,4,1000,2,4,1,30.49,519
4,2023,2,2,250,2,2,1,26.41,2591
8,2023,2,3,500,0,1,2,36.53,4364
8,2023,2,4,10,1,0,0,15.97,4060
11,2023,3,1,250,2,2,0,47.67,2903
9,2022,1,4,250,1,3,0,35.93,1534
5,2023,4,1,10,2,2,0,46.92,4200
5,2023,0,3,10,1,1,2,3.58,1438
2,2022,2,4,1000,1,2,0,25.86,290
12,2022,0,1,250,2,1,3,49.52,168
2,2023,4,1,1000,3,1,3,25.65,3522
11,2023,3,0,500,2,3,3,14.56,149
8,2022,4,3,1000,1,4,0,42.11,102
1,2022,3,1,10,1,1,1,11.28,2380
12,2023,1,4,1000,1,1,1,33.59,2670
8,2022,1,2,5,0,3,3,46.05,4101
6,2022,1,3,10,1,3,1,25.18,1203
11,2022,2,4,250,3,4,1,8.34,1686
2,2023,4,0,250,1,3,3,12.63,432
5,2022,1,2,10,1,0,2,28.93,3782
9,2023,3,0,1000,0,3,3,31.35,106
7,2023,2,3,10,0,3,3,28.58,3226
2,2022,2,4,10,0,2,1,20.87,312
1,2022,3,4,5,3,3,0,35.92,514
2,2023,2,3,500,1,3,3,22.36,718
9,2022,1,2,1000,2,4,1,22.36,4487
8,2023,1,0,500,0,1,2,40.85,1526
8,2023,2,3,5,2,1,2,9.87,2790
5,2022,0,3,500,2,4,0,37.06,4126
1,2023,4,1,5,1,2,2,47.6,2528
8,2023,3,2,250,3,1,2,43.67,1028
8,2022,1,2,500,1,2,2,49.32,2151
8,2023,1,0,1000,2,2,0,45.86,1551
9,2022,0,2,250,2,0,2,34.03,3381
4,2022,2,0,500,2,4,3,25.56,1344
7,2022,2,2,250,3,0,1,15.26,947
10,2023,1,2,1000,1,0,3,22.0,1151
10,2022,0,3,500,3,3,3,2.56,1021
1,2023,1,0,10,1,4,1,20.0,2783
6,2022,3,1,500,3,3,3,12.64,3699
3,2023,4,1,5,3,4,3,14.06,2049
7,2022,1,4,500,1,3,0,31.6,1939
8,2023,2,0,250,2,4,0,10.94,1898
4,2023,2,3,5,3,1,0,19.72,366
7,2022,0,1,250,3,0,0,46.15,2122
11,2023,1,3,250,3,1,0,9.96,3043
4,2022,2,4,5,1,1,1,6.31,483
3,2022,2,3,5,2,0,2,17.05,4344
8,2023,4,2,5,0,1,3,4.91,3282
3,2023,2,3,10,0,3,2,16.38,3461
4,2023,2,3,500,3,2,2,46.91,3080
6,2023,2,3,5,3,4,3,33.65,3909
8,2023,1,2,10,0,2,3,31.02,695
11,2022,2,0,250,2,3,1,35.5,2694
8,2023,3,4,500,0,0,0,30.81,2512
5,2022,4,4,10,2,0,0,34.46,642
9,2022,2,2,10,1,4,3,26.58,1615
3,2023,3,1,5,1,0,1,50.0,4114
5,2022,4,0,5,1,1,0,25.63,2254
6,2022,3,2,5,3,0,0,45.34,4362
7,2022,4,0,5,2,1,2,9.06,1649
1,2023,4,1,5,3,1,3,2.37,993
10,2022,2,0,1000,3,3,2,30.24,2773
12,2023,3,4,500,3,3,1,28.62,225
10,2022,0,1,5,2,2,0,3.44,1702
9,2022,2,0,10,0,3,2,10.31,1164
4,2022,2,3,250,0,4,3,20.91,3638
12,2022,3,4,250,2,0,2,3.83,2209
12,2023,0,4,500,3,0,3,15.92,949
2,2022,2,0,250,1,2,3,4.53,4466
5,2022,4,1,250,2,3,2,1.59,3281
12,2022,2,2,10,1,4,0,17.53,3843
6,2023,1,3,250,0,0,3,49.61,2703
2,2022,3,0,5,0,4,3,31.61,1846
3,2022,4,0,500,1,3,0,12.06,4299
6,2022,4,2,10,0,2,3,43.99,102
12,2022,0,4,1000,1,3,0,6.5,2811
8,2022,0,4,5,2,2,3,48.38,2090
2,2023,0,3,250,1,2,3,29.41,3765
5,2023,1,4,500,3,1,1,39.85,599
10,2022,2,0,5,2,1,3,49.36,1384
8,2022,4,2,1000,1,2,0,47.46,3519
9,2022,3,1,500,2,3,0,18.93,4413
5,2023,4,2,250,1,1,0,8.07,1254
2,2023,0,0,10,0,0,3,13.59,2669
2,2022,1,4,250,1,0,0,47.65,3210
12,2023,1,3,500,1,3,1,39.05,721
5,2022,0,4,1000,0,4,0,13.85,2343
3,2023,1,3,500,0,1,2,48.31,1862
8,2022,2,0,1000,3,1,3,46.22,1759
6,2023,1,1,1000,1,4,3,19.94,3125
4,2022,1,3,500,2,0,3,22.8,3666
3,2022,2,2,1000,0,3,3,4.63,1647
7,2022,2,3,500,2,0,0,12.67,994
8,2022,4,3,10,3,4,2,39.12,673
4,2023,3,3,500,1,0,0,46.86,2752
9,2023,4,3,500,2,3,2,5.78,1681
1,2022,3,1,5,0,3,1,39.48,2519
6,2022,2,2,500,3,2,2,49.75,3410
11,2022,1,1,500,0,3,1,37.57,3484
2,2023,0,2,5,2,4,1,48.43,940
4,2022,3,2,10,2,2,3,10.08,3605
7,2023,0,1,500,1,4,3,31.42,4032
2,2023,2,4,5,0,4,0,23.91,1205
8,2023,2,2,1000,1,2,3,9.59,1522
2,2022,2,4,500,1,4,3,10.98,4047
12,2023,4,1,1000,1,0,1,34.19,1168
4,2023,0,0,10,1,0,1,13.13,539
8,2022,3,0,500,0,2,2,47.52,2815
5,2022,2,0,1000,0,1,2,7.63,268
2,2022,0,4,250,1,3,3,24.98,753
9,2022,0,1,250,3,1,0,41.32,380
12,2023,3,3,1000,1,4,2,4.57,1985
1,2023,0,2,500,1,4,2,35.23,1112
9,2023,4,1,250,1,1,0,27.98,1150
10,2023,1,4,250,0,1,2,5.05,3142
12,2022,4,2,500,0,1,2,28.5,1622
3,2023,0,0,250,2,3,1,5.55,1863
12,2022,2,2,10,3,1,0,9.5,3723
7,2022,0,1,5,3,3,3,37.63,4213
12,2023,2,1,250,1,4,0,31.56,2557
7,2023,1,0,250,0,0,3,34.7,2291
10,2023,4,2,10,3,0,2,5.02,1777
12,2022,4,1,500,3,3,1,48.99,115
12,2023,1,4,1000,2,4,1,8.38,1148
4,2022,2,1,5,0,0,0,49.74,2790
7,2022,4,0,500,3,2,1,32.06,3254
11,2022,2,3,250,0,0,2,15.92,73
11,2022,0,3,250,3,2,3,19.88,1201
8,2023,1,4,250,3,4,1,21.58,1730
3,2023,0,4,10,2,4,0,8.68,1001
9,2023,0,4,10,3,4,0,30.66,3512
2,2023,4,1,500,3,0,3,8.59,204
7,2023,1,0,250,3,3,3,25.75,3219
9,2023,2,1,10,1,2,1,48.45,3422
1,2023,0,0,1000,0,3,3,25.12,3995
2,2023,0,0,10,3,1,3,10.93,3656
7,2023,3,1,500,0,3,1,12.98,3933
7,2022,2,4,500,2,3,3,5.19,3812
1,2022,0,4,500,0,2,1,13.8,2721
7,2023,1,0,5,2,1,1,9.72,2132
8,2023,3,3,10,1,0,1,19.8,1945
11,2022,1,1,500,1,1,3,2.91,3220
1,2022,3,1,250,2,4,2,47.84,860
6,2023,0,1,500,2,4,3,33.21,244
6,2023,1,2,250,1,4,3,5.76,3313
1,2022,0,2,10,2,1,3,25.86,1779
2,2022,1,4,5,2,2,3,13.1,2769
4,2022,0,4,500,3,1,3,41.67,2529
1,2022,3,4,10,0,0,1,24.05,2355
5,2022,1,0,250,1,0,2,6.3,1365
4,2023,0,1,250,0,2,1,31.9,4211
9,2022,1,1,1000,0,1,2,30.41,1333
5,2022,3,1,500,0,1,2,42.06,3329
9,2023,3,3,10,0,2,1,17.3,3186
10,2022,0,0,1000,2,4,2,28.41,213
4,2023,1,4,5,2,4,1,13.67,642
7,2022,2,2,250,0,3,3,1.52,413
6,2023,0,3,250,1,0,0,28.32,2357
11,2022,2,2,250,0,1,0,28.64,1330
1,2023,0,3,250,0,0,0,9.78,3427
7,2022,2,2,250,2,2,0,13.66,4391
3,2023,1,3,5,2,4,3,17.0,1236
2,2023,3,1,500,3,2,3,17.36,4470
6,2022,2,4,1000,2,0,2,1.86,3546
8,2023,4,2,500,2,1,0,41.3,4485
6,2023,3,1,500,2,1,3,35.19,4043
12,2023,4,3,1000,3,0,2,41.66,3892
1,2023,3,0,1000,2,2,0,3.01,249
2,2023,3,1,250,2,2,2,26.45,3915
5,2022,2,0,5,2,1,2,17.24,4222
4,2023,3,3,500,1,0,2,49.7,2586
8,2022,4,2,1000,2,3,1,47.82,2599
10,2023,3,0,250,3,1,3,20.59,3594
9,2023,3,1,250,1,2,3,17.05,3532
10,2023,1,3,1000,0,3,0,23.48,4341
4,2023,4,0,1000,3,2,3,18.92,1557
3,2023,3,2,1000,2,1,2,43.4,699
6,2022,4,3,250,0,2,0,21.89,777
11,2023,3,4,500,2,1,3,38.35,3483
3,2022,3,2,250,2,2,1,41.53,2389
11,2023,3,3,1000,3,3,1,29.37,2126
12,2023,4,0,10,2,3,0,16.17,3819
9,2022,4,1,5,1,3,3,2.55,3964
7,2022,3,0,1000,0,1,3,36.78,1656
3,2022,2,2,250,0,3,3,10.55,3881
12,2023,3,1,5,0,4,1,8.52,3647
10,2023,1,0,1000,0,1,2,8.08,173
4,2022,0,0,5,1,0,3,18.24,1625
6,2023,4,2,10,0,0,0,18.82,1741
9,2023,4,1,5,3,4,0,45.4,1065
8,2022,0,2,250,2,0,2,26.24,2664
10,2023,4,0,500,3,2,1,1.2,142
4,2023,1,0,10,0,2,1,48.65,4283
7,2022,2,3,500,2,3,3,10.67,2087
4,2023,4,0,10,1,2,1,23.04,3771
7,2023,0,4,1000,2,4,2,34.61,3022
1,2022,3,3,10,1,3,2,2.31,1460
2,2022,2,2,1000,1,0,0,10.41,4275
8,2023,4,0,5,3,0,1,21.49,1905
6,2022,3,0,1000,1,1,1,11.0,1735
3,2023,2,2,1000,1,4,1,20.34,1598
2,2023,1,1,10,3,3,2,9.61,3092
12,2023,1,0,1000,2,0,1,29.86,794
1,2022,3,0,500,3,1,2,26.02,4253
4,2023,0,4,250,1,2,3,48.21,3459
12,2023,2,2,10,3,1,1,25.41,213
1,2022,0,4,10,0,0,3,44.95,3349
7,2023,0,0,500,0,4,3,2.92,315
10,2022,1,4,10,1,4,2,33.57,3527
5,2022,3,2,1000,0,0,3,17.38,2534
10,2023,0,4,1000,1,2,3,32.46,4240
5,2023,4,2,10,0,0,1,47.63,1668
12,2022,1,0,5,2,1,1,16.75,2155
8,2023,4,4,5,3,0,3,37.49,712
2,2022,4,0,10,1,3,0,8.3,340
10,2023,2,0,250,0,4,3,24.83,973
7,2022,4,4,250,2,0,2,33.38,3974
10,2023,3,0,250,2,4,1,14.86,1481
4,2022,2,4,1000,1,1,2,21.48,2412
8,2023,1,3,1000,2,1,0,13.59,965
8,2023,3,3,5,0,3,0,36.04,3352
2,2023,4,3,1000,3,1,1,5.2,3920
7,2022,3,3,1000,0,0,3,16.19,3731
10,2022,0,2,500,2,4,3,33.08,1951
1,2022,4,3,10,2,1,1,17.25,3624
3,2022,2,0,1000,0,0,3,20.55,1997
8,2023,2,2,1000,1,4,1,35.63,2320
12,2022,2,0,250,0,4,2,2.36,2367
12,2023,2,3,10,2,1,1,40.61,2583
11,2022,3,3,5,3,0,3,49.25,2951
6,2023,4,0,1000,2,4,3,40.96,2741
7,2023,4,0,1000,3,0,2,40.95,874
5,2022,2,1,250,1,2,0,49.62,2285
6,2022,0,2,5,0,2,1,47.67,478
9,2023,1,0,250,3,2,2,12.23,2790
11,2023,2,1,500,0,2,2,11.36,4341
9,2023,4,1,500,3,3,3,44.14,3949
11,2022,0,1,500,0,2,0,45.89,2228
10,2022,1,4,5,3,4,3,27.09,4436
9,2022,1,0,5,0,3,0,40.5,4146
8,2022,4,4,5,3,4,2,43.77,3693
5,2022,2,4,10,1,3,2,47.33,806
2,2023,3,0,250,2,0,2,11.36,3020
9,2022,4,1,250,3,4,1,27.23,889
10,2022,3,1,500,1,0,1,12.85,3388
3,2023,1,1,5,0,2,1,8.0,1306
3,2023,4,3,1000,2,1,3,1.41,1580
3,2023,4,1,5,2,1,1,3.42,582
5,2022,2,1,500,2,2,0,49.41,3519
4,2022,1,0,5,1,4,2,22.53,2945
8,2022,3,2,500,3,1,1,19.47,526
9,2022,0,0,5,2,3,0,12.91,3529
10,2023,0,3,500,1,4,2,38.1,993
9,2022,0,2,500,2,1,3,34.15,3873
4,2023,0,3,1000,2,2,3,4.93,1921
4,2022,4,2,500,0,4,1,11.11,2336
5,2023,1,3,1000,2,2,1,14.48,3886
5,2022,1,3,5,1,3,2,44.04,3962
10,2022,3,0,10,2,0,1,39.19,158
2,2023,3,4,5,3,4,1,22.46,4417
1,2022,1,2,500,0,4,3,16.62,592
1,2022,1,1,250,2,1,2,37.73,1080
3,2023,1,1,10,2,4,0,27.3,4427
7,2022,1,2,5,3,4,1,10.4,3980
5,2022,3,1,250,3,2,0,21.36,2329
5,2023,1,3,500,0,0,0,17.47,950
8,2022,3,2,500,2,1,2,37.19,3091
5,2022,1,0,1000,1,1,1,46.29,2960
12,2023,1,3,1000,3,3,1,6.99,3113
12,2023,0,1,5,0,2,0,41.81,1698
3,2022,0,4,10,2,0,2,34.48,2854
10,2023,2,3,1000,3,0,3,17.19,3273
5,2023,1,2,250,2,2,1,42.22,514
7,2023,2,2,5,3,3,3,22.24,880
8,2022,3,0,5,1,1,1,4.18,2510
6,2022,0,2,500,3,3,0,39.8,424
3,2023,0,1,5,0,2,0,27.18,2355
10,2022,0,3,500,2,1,1,41.43,4378
12,2023,2,3,5,2,3,1,15.02,3087
2,2023,0,3,250,2,3,1,43.92,3516
6,2023,2,1,10,3,4,0,47.35,1994
7,2023,0,3,250,1,1,1,17.33,614
4,2022,1,4,5,3,2,1,9.15,3897
1,2023,2,0,250,2,4,2,42.66,348
2,2023,2,2,5,0,1,2,18.21,1416
10,2023,4,2,1000,3,4,0,9.57,1729
6,2023,3,3,5,1,0,0,3.79,2832
2,2022,2,0,1000,1,2,0,9.96,2478
6,2023,1,2,250,3,1,0,31.3,252
6,2023,0,3,5,0,3,2,5.59,3804
10,2023,4,0,10,3,1,2,1.05,1930
4,2022,2,4,250,2,4,0,45.84,3334
8,2023,4,0,10,3,1,2,44.35,3312
3,2022,3,3,10,2,2,2,45.27,3436
2,2022,4,3,5,0,3,0,13.01,1958
6,2023,3,0,1000,3,2,3,20.13,1301
1,2023,4,2,10,0,0,3,46.36,4417
9,2022,4,1,500,1,0,0,45.8,3897
6,2023,0,4,10,3,3,2,18.4,2114
6,2022,3,0,10,2,1,3,16.95,1045
2,2023,0,2,250,1,1,0,36.35,2799
10,2022,3,4,250,3,2,1,6.49,2024
9,2023,2,2,500,2,3,3,43.17,4158
7,2022,0,0,10,1,4,3,44.48,4180
2,2023,0,4,1000,1,4,3,17.75,1727
6,2023,2,2,1000,2,1,0,15.37,640
10,2022,1,4,10,1,0,3,20.83,2764
8,2023,1,4,500,0,3,1,47.94,957
2,2022,3,1,1000,3,4,2,35.89,3361
11,2022,2,3,250,2,1,2,5.99,4283
6,2022,1,2,250,3,2,2,38.45,1265
4,2023,1,4,10,0,3,1,38.76,3234
12,2023,1,3,10,2,0,1,16.84,501
9,2022,2,0,10,1,1,2,4.14,1357
8,2022,1,2,1000,1,4,0,39.07,2600
11,2022,3,3,1000,2,3,2,43.91,4306
1,2022,3,3,5,1,0,3,30.77,2536
8,2023,4,2,1000,2,1,1,20.84,3551
4,2023,1,2,1000,1,0,2,36.05,2055
4,2022,2,1,250,2,1,0,18.76,4365
3,2022,4,4,5,0,0,3,3.3,265
9,2022,1,3,250,3,4,2,43.58,3657
3,2023,4,2,1000,0,0,3,46.11,1154
1,2023,0,2,5,0,3,2,1.42,733
10,2023,2,0,1000,3,0,2,35.16,2370
11,2022,4,1,250,0,0,0,11.53,2620
12,2022,4,3,1000,3,2,3,40.32,1571
9,2023,2,2,5,0,3,1,4.55,1488
3,2023,1,0,5,2,2,3,32.5,1815
12,2023,2,3,10,0,4,2,43.9,4404
9,2022,1,4,500,0,3,0,28.01,606
1,2023,3,1,250,2,4,2,30.06,612
12,2022,2,3,10,0,0,3,44.8,2170
10,2022,4,2,5,3,0,1,8.72,61
12,2022,4,0,10,1,3,1,46.65,2681
7,2022,3,2,10,0,4,1,38.59,3116
8,2022,1,2,1000,0,3,0,15.24,2602
3,2023,1,3,500,0,2,0,47.17,951
1,2023,4,4,250,3,4,2,42.74,555
8,2022,3,4,10,3,2,2,23.99,3806
4,2023,3,1,5,2,1,0,10.14,150
6,2023,2,1,1000,2,3,0,49.71,1822
4,2023,1,2,500,2,2,3,22.48,4210
5,2022,1,1,1000,3,2,2,3.73,2392
6,2022,3,2,10,1,0,2,43.79,4157
9,2022,0,0,10,3,4,3,21.73,2608
1,2022,3,3,1000,3,3,1,11.74,1293
11,2022,3,1,250,3,2,2,41.66,967
4,2023,4,2,250,3,1,1,35.39,4392
9,2023,3,0,5,2,0,0,30.75,646
11,2022,2,3,250,3,0,0,18.37,3595
4,2023,2,4,1000,2,1,2,11.54,469
3,2023,2,2,5,2,2,3,35.42,2713
6,2023,0,2,5,1,3,0,24.06,3856
7,2023,3,2,250,2,2,3,13.75,372
5,2023,0,2,500,1,3,1,20.23,2309
9,2022,2,0,5,2,0,1,11.47,1716
9,2022,2,1,250,3,0,1,13.01,184
12,2022,1,0,250,2,3,2,42.61,840
10,2023,1,0,5,0,1,1,3.88,3427
2,2022,4,1,500,0,4,3,28.87,4048
11,2022,1,1,5,0,4,1,44.81,1734
8,2022,3,0,10,0,0,2,6.31,1487
2,2023,2,1,10,0,1,0,28.37,3504
2,2023,4,3,5,1,4,2,48.98,3525
4,2023,2,3,5,3,2,0,46.38,1667
1,2023,3,0,500,1,0,3,34.93,4219
10,2023,1,0,10,2,4,1,4.13,2937
11,2022,4,4,5,1,2,1,2.72,2380
5,2023,0,0,10,2,4,2,16.4,4194
6,2022,1,1,1000,0,4,0,44.73,2663
2,2022,1,0,5,2,4,1,14.74,3300
9,2022,3,3,1000,3,1,2,20.76,1343
5,2023,4,3,500,0,2,0,29.53,857
9,2022,3,2,5,1,2,0,27.19,4264
10,2023,1,4,500,3,4,2,42.79,2882
4,2023,1,0,250,2,2,2,3.03,3276
9,2023,2,3,1000,0,3,1,14.45,664
5,2023,3,1,250,1,3,3,46.5,3420
9,2023,1,3,250,3,1,0,42.34,1347
1,2023,4,1,5,3,4,1,40.05,2398
4,2023,2,4,5,2,0,0,46.3,978
7,2022,0,2,10,2,2,1,19.04,3397
6,2023,1,4,500,3,4,1,31.64,3182
1,2022,3,2,500,3,4,2,5.84,398
1,2023,4,2,250,3,4,1,18.79,2969
2,2023,1,3,5,1,4,2,27.88,3894
3,2022,4,1,1000,3,2,0,44.23,1544
4,2023,2,1,500,1,2,1,29.41,4004
10,2023,0,4,500,3,0,1,35.7,2081
3,2022,0,1,500,2,4,1,34.4,1517
4,2023,1,4,5,2,1,2,5.18,3524
12,2023,0,0,250,0,3,1,31.81,121
4,2023,4,0,1000,0,1,3,3.3,1857
9,2022,2,1,5,3,4,2,40.13,2114
1,2023,1,0,500,0,4,2,9.76,1465
3,2022,4,2,1000,0,0,2,18.31,3288
10,2022,3,3,10,0,2,2,24.2,3366
2,2022,3,2,500,2,1,2,8.43,1627
1,2022,1,3,10,3,2,3,33.48,246
11,2022,1,3,250,2,2,2,45.5,2046
